"ANIMAL_TYPE","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","HOUSE_NUMBER","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBLEMCODE","REQUESTID","SRX","SRY","STATUS","STREET","WARD" 
"","","2020-06-09 16:21:27.56","2020-06-09 16:21:27.56","2020-06-09 16:03:15.0","","30","Animal Bite","2020-06-14 16:03:15.0","Animal Bite","1349656","","","CLOSED","","07"
"","2022-05-03 16:26:42.0","","","2020-04-13 08:35:37.0","","36","Animal Bite","2020-04-18 08:35:37.0","Animal Bite","1329060","","","CANCEL","","14"
"","","2020-05-07 16:43:59.203","2020-05-07 16:43:59.203","2020-04-14 11:25:12.0","","22","Animal Bite","2020-04-19 11:25:12.0","Animal Bite","1329503","","","CLOSED","","08"
"","","2020-06-16 11:16:35.427","2020-06-16 11:16:35.427","2020-04-15 13:18:04.0","","22","Animal Bite","2020-04-20 13:18:04.0","Animal Bite","1329882","","","CLOSED","","08"
"","","2020-07-12 21:38:48.053","2020-07-12 21:38:48.053","2020-05-22 09:34:32.0","","05","Animal Bite","2020-05-27 09:34:32.0","Animal Bite","1342621","","","CLOSED","","01"
"","","2020-05-29 12:11:15.967","2020-05-29 12:11:15.967","2020-05-26 10:04:28.0","","46","Animal Bite","2020-05-31 10:04:28.0","Animal Bite","1343479","","","CLOSED","","10"
"","2022-05-03 16:21:47.0","","","2020-06-17 09:09:02.0","","07","Animal Bite","2020-06-22 09:09:02.0","Animal Bite","1352704","","","CANCEL","","05"
"","2022-05-03 16:21:47.0","","","2020-06-17 11:09:58.0","","72","Animal Bite","2020-06-22 11:09:58.0","Animal Bite","1352812","","","CANCEL","","13"
"","2022-05-03 16:21:47.0","","","2020-06-17 12:55:38.0","","70","Animal Bite","2020-06-22 12:55:38.0","Animal Bite","1352886","","","CANCEL","","13"
"","","2020-09-21 10:06:25.647","2020-09-21 10:06:25.647","2020-06-18 11:52:08.0","","74","Animal Bite","2020-06-23 11:52:08.0","Animal Bite","1353387","","","CLOSED","","13"
"","2022-05-03 16:21:47.0","","","2020-06-19 08:08:59.0","","05","Animal Bite","2020-06-24 08:08:59.0","Animal Bite","1353765","","","CANCEL","","01"
"","2022-05-03 16:21:47.0","","","2020-06-22 12:48:00.0","","16","Animal Bite","2020-06-27 12:48:00.0","Animal Bite","1354676","","","CANCEL","","03"
"","","2020-05-21 15:02:56.013","2020-05-21 15:02:56.013","2020-04-28 15:37:51.0","","50","Animal Bite","2020-05-03 15:37:51.0","Animal Bite","1334138","","","CLOSED","","13"
"","2022-05-03 16:26:42.0","","","2020-04-29 09:53:54.0","","76","Animal Bite","2020-05-04 09:53:54.0","Animal Bite","1334319","","","CANCEL","","13"
"","2022-05-03 16:21:47.0","","","2020-06-01 09:00:41.0","","06","Animal Bite","2020-06-06 09:00:41.0","Animal Bite","1345989","","","CANCEL","","02"
"","","2020-09-21 09:58:25.877","2020-09-21 09:58:25.877","2020-06-01 09:19:49.0","","65","Animal Bite","2020-06-06 09:19:49.0","Animal Bite","1346013","","","CLOSED","","14"
"","2022-05-03 16:21:47.0","","","2020-06-01 14:05:30.0","","25","Animal Bite","2020-06-06 14:05:30.0","Animal Bite","1346252","","","CANCEL","","07"
"","2022-05-03 16:21:47.0","","","2020-06-01 16:59:04.0","","34","Animal Bite","2020-06-06 16:59:04.0","Animal Bite","1346390","","","CANCEL","","08"
"","2022-05-03 16:21:47.0","","","2020-06-03 10:05:45.0","","08","Animal Bite","2020-06-08 10:05:45.0","Animal Bite","1347055","","","CANCEL","","02"
"","","2020-08-18 10:09:46.083","2020-08-18 10:09:46.083","2020-07-09 10:41:22.0","","27","Animal Bite","2020-07-14 10:41:22.0","Animal Bite","1362104","","","CLOSED","","06"
"","","2020-08-03 10:04:26.503","2020-08-03 10:04:26.503","2020-08-03 08:41:56.0","","08","Animal Bite","2020-08-08 08:41:56.0","Animal Bite","1373141","","","CLOSED","","02"
"","2022-05-03 16:14:19.0","","","2020-08-04 18:49:31.0","","05","Animal Bite","2020-08-09 18:49:31.0","Animal Bite","1374311","","","CANCEL","","01"
"","2022-05-03 16:14:19.0","","","2020-08-05 16:06:41.0","","05","Animal Bite","2020-08-10 16:06:41.0","Animal Bite","1374846","","","CANCEL","","01"
"","","2020-05-21 15:12:38.703","2020-05-21 15:12:38.703","2020-05-18 09:28:24.0","","03","Animal Bite","2020-05-23 09:28:24.0","Animal Bite","1340544","","","CLOSED","","01"
"","2022-05-03 16:21:47.0","","","2020-06-25 16:25:42.0","","74","Animal Bite","2020-06-30 16:25:42.0","Animal Bite","1356547","","","CANCEL","","13"
"","2022-05-03 16:21:47.0","","","2020-06-25 16:29:31.0","","02","Animal Bite","2020-06-30 16:29:31.0","Animal Bite","1356549","","","CANCEL","","01"
"","2022-05-03 16:21:47.0","","","2020-06-26 08:51:11.0","","05","Animal Bite","2020-07-01 08:51:11.0","Animal Bite","1356674","","","CANCEL","","01"
"","2022-05-03 16:21:47.0","","","2020-06-26 08:56:30.0","","29","Animal Bite","2020-07-01 08:56:30.0","Animal Bite","1356680","","","CANCEL","","07"
"","2022-05-03 16:17:15.0","","","2020-07-10 11:53:36.0","","11","Animal Bite","2020-07-15 11:53:36.0","Animal Bite","1362663","","","CANCEL","","04"
"","2022-05-03 16:21:47.0","","","2020-06-26 08:28:29.0","","06","Animal Bite","2020-07-01 08:28:29.0","Animal Bite","1356651","","","CANCEL","","02"
"","2022-05-03 16:21:47.0","","","2020-06-26 16:17:06.0","","13","Animal Bite","2020-07-01 16:17:06.0","Animal Bite","1357027","","","CANCEL","","05"
"","","2020-08-03 09:33:31.783","2020-08-03 09:33:31.783","2020-06-29 10:37:38.0","","05","Animal Bite","2020-07-04 10:37:38.0","Animal Bite","1357531","","","CLOSED","","02"
"","","2020-09-21 10:00:00.773","2020-09-21 10:00:00.773","2020-06-29 11:58:56.0","","72","Animal Bite","2020-07-04 11:58:56.0","Animal Bite","1357614","","","CLOSED","","13"
"","","2020-06-23 17:41:38.587","2020-06-23 17:41:38.587","2020-06-11 10:18:39.0","","19","Animal Bite","2020-06-16 10:18:39.0","Animal Bite","1350478","","","CLOSED","","07"
"","2022-05-03 16:21:47.0","","","2020-06-12 08:32:28.0","","35","Animal Bite","2020-06-17 08:32:28.0","Animal Bite","1350907","","","CANCEL","","08"
"","2022-05-03 16:21:47.0","","","2020-06-15 08:57:16.0","","39","Animal Bite","2020-06-20 08:57:16.0","Animal Bite","1351576","","","CANCEL","","09"
"","2022-05-03 16:17:15.0","","","2020-07-13 08:55:23.0","","47","Animal Bite","2020-07-18 08:55:23.0","Animal Bite","1363323","","","CANCEL","","10"
"","","2020-07-13 12:18:02.067","2020-07-13 12:18:02.067","2020-07-13 12:09:47.0","","58","Animal Bite","2020-07-18 12:09:47.0","Animal Bite","1363546","","","CLOSED","","12"
"","2022-05-03 16:17:15.0","","","2020-07-16 12:50:35.0","","38","Animal Bite","2020-07-21 12:50:35.0","Animal Bite","1365382","","","CANCEL","","09"
"","","2020-10-21 18:08:15.0","2020-10-21 18:08:15.64","2020-08-11 15:22:51.0","","08","Animal Bite","2020-08-16 15:22:51.0","Animal Bite","1377594","","","CLOSED","","02"
"","2022-05-03 16:14:19.0","","","2020-08-11 15:26:57.0","","24","Animal Bite","2020-08-16 15:26:57.0","Animal Bite","1377603","","","CANCEL","","07"
"","","2021-06-28 19:39:44.6","2021-06-28 19:39:44.6","2020-08-14 14:21:31.0","","09","Animal Bite","2020-08-19 14:21:31.0","Animal Bite","1379341","","","CLOSED","","04"
"","","2021-05-20 13:31:44.0","2022-05-03 16:13:26.9","2020-08-17 09:45:59.0","","56","Animal Bite","2020-08-22 09:45:59.0","Animal Bite","1379911","","","CLOSED","","12"
"","","2020-10-21 11:53:50.197","2020-10-21 11:53:50.197","2020-09-11 11:58:29.0","","16","Animal Bite","2020-09-16 11:58:29.0","Animal Bite","1390903","","","CLOSED","","06"
"","2022-05-03 16:21:47.0","","","2020-06-22 16:17:09.0","","65","Animal Bite","2020-06-27 16:17:09.0","Animal Bite","1354882","","","CANCEL","","14"
"","2022-05-03 16:21:47.0","","","2020-06-23 13:54:15.0","","01","Animal Bite","2020-06-28 13:54:15.0","Animal Bite","1355304","","","CANCEL","","01"
"","2022-05-03 16:21:47.0","","","2020-06-24 08:34:53.0","","32","Animal Bite","2020-06-29 08:34:53.0","Animal Bite","1355523","","","CANCEL","","08"
"","2022-05-03 16:17:15.0","","","2020-07-21 08:46:44.0","","08","Animal Bite","2020-07-26 08:46:44.0","Animal Bite","1367338","","","CANCEL","","02"
"","2022-05-03 16:17:15.0","","","2020-07-21 10:09:20.0","","49","Animal Bite","2020-07-26 10:09:20.0","Animal Bite","1367435","","","CANCEL","","10"
"","2022-05-03 16:17:15.0","","","2020-07-23 10:36:08.0","","16","Animal Bite","2020-07-28 10:36:08.0","Animal Bite","1368552","","","CANCEL","","03"
"","2022-05-03 16:14:19.0","","","2020-08-18 16:09:59.0","","16","Animal Bite","2020-08-23 16:09:59.0","Animal Bite","1381014","","","CANCEL","","03"
"","2022-05-03 16:14:19.0","","","2020-08-19 08:25:08.0","","15","Animal Bite","2020-08-24 08:25:08.0","Animal Bite","1381199","","","CANCEL","","06"
"","2022-05-03 16:14:19.0","","","2020-08-19 09:48:34.0","","","Animal Bite","2020-08-24 09:48:34.0","Animal Bite","1381287","","","CANCEL","","07"
"","2022-05-03 16:14:19.0","","","2020-08-20 08:56:13.0","","05","Animal Bite","2020-08-25 08:56:13.0","Animal Bite","1381813","","","CANCEL","","01"
"","2022-05-03 16:14:19.0","","","2020-08-21 16:23:48.0","","04","Animal Bite","2020-08-26 16:23:48.0","Animal Bite","1382722","","","CANCEL","","02"
"","2022-05-03 16:12:06.0","","","2020-09-21 10:30:23.0","","46","Animal Bite","2020-09-26 10:30:23.0","Animal Bite","1394376","","","CANCEL","","10"
"","2022-05-03 16:26:42.0","","","2020-03-18 14:01:03.0","","28","Animal Bite","2020-03-23 14:01:03.0","Animal Bite","1322263","","","CANCEL","","07"
"","","2020-04-03 16:30:20.14","2020-04-03 16:30:20.14","2020-03-19 12:30:53.0","","15","Animal Bite","2020-03-24 12:30:53.0","Animal Bite","1322542","","","CLOSED","","06"
"","","2020-06-16 11:00:19.393","2020-06-16 11:00:19.393","2020-03-23 10:00:32.0","","19","Animal Bite","2020-03-28 10:00:32.0","Animal Bite","1323305","","","CLOSED","","07"
"","","2020-05-08 15:24:28.65","2020-05-08 15:24:28.65","2020-05-01 14:56:10.0","","08","Animal Bite","2020-05-06 14:56:10.0","Animal Bite","1335333","","","CLOSED","","02"
"","","2020-05-14 16:20:04.373","2020-05-14 16:20:04.373","2020-05-02 20:44:22.0","","02","Animal Bite","2020-05-07 20:44:22.0","Animal Bite","1335564","","","CLOSED","","01"
"","2022-05-03 16:24:23.0","","","2020-05-03 16:08:08.0","","11","Animal Bite","2020-05-08 16:08:08.0","Animal Bite","1335657","","","CANCEL","","04"
"","2022-05-03 16:21:47.0","","","2020-06-08 08:48:41.0","","09","Animal Bite","2020-06-13 08:48:41.0","Animal Bite","1348701","","","CANCEL","","04"
"","2022-05-03 16:21:47.0","","","2020-06-09 08:58:36.0","","13","Animal Bite","2020-06-14 08:58:36.0","Animal Bite","1349300","","","CANCEL","","05"
"","","2020-08-03 09:19:56.63","2020-08-03 09:19:56.63","2020-06-10 08:51:34.0","","03","Animal Bite","2020-06-15 08:51:34.0","Animal Bite","1349851","","","CLOSED","","01"
"","2022-05-03 16:21:47.0","","","2020-06-11 09:51:15.0","","15","Animal Bite","2020-06-16 09:51:15.0","Animal Bite","1350445","","","CANCEL","","06"
"","","2020-04-23 15:59:31.14","2020-04-23 15:59:31.14","2020-04-13 10:30:36.0","","01","Animal Bite","2020-04-18 10:30:36.0","Animal Bite","1329125","","","CLOSED","","01"
"","","2020-06-16 11:26:54.217","2020-06-16 11:26:54.217","2020-04-15 09:24:15.0","","16","Animal Bite","2020-04-20 09:24:15.0","Animal Bite","1329740","","","CLOSED","","03"
"","2022-05-03 16:26:42.0","","","2020-04-16 09:46:41.0","","15","Animal Bite","2020-04-21 09:46:41.0","Animal Bite","1330147","","","CANCEL","","06"
"","","2020-06-12 13:49:47.897","2020-06-12 13:49:47.897","2020-04-17 13:26:09.0","","13","Animal Bite","2020-04-22 13:26:09.0","Animal Bite","1330720","","","CLOSED","","05"
"","","2020-07-12 20:34:00.737","2020-07-12 20:34:00.737","2020-05-25 01:28:53.0","","03","Animal Bite","2020-05-30 01:28:53.0","Animal Bite","1343208","","","CLOSED","","01"
"","2022-05-03 16:21:47.0","","","2020-06-22 12:58:25.0","","05","Animal Bite","2020-06-27 12:58:25.0","Animal Bite","1354689","","","CANCEL","","01"
"","2022-05-03 16:26:42.0","","","2020-04-28 11:36:26.0","","78","Animal Bite","2020-05-03 11:36:26.0","Animal Bite","1333968","","","CANCEL","","13"
"","","2020-06-05 14:33:07.0","2020-06-05 14:33:07.087","2020-05-29 11:34:17.0","","01","Animal Bite","2020-06-03 11:34:17.0","Animal Bite","1345230","","","CLOSED","","03"
"","2022-05-03 16:24:23.0","","","2020-05-29 11:48:18.0","","08","Animal Bite","2020-06-03 11:48:18.0","Animal Bite","1345243","","","CANCEL","","02"
"","","2020-08-03 09:29:18.603","2020-08-03 09:29:18.603","2020-07-06 09:24:39.0","","30","Animal Bite","2020-07-11 09:24:39.0","Animal Bite","1360180","","","CLOSED","","07"
"","2022-05-03 16:17:15.0","","","2020-07-09 16:36:45.0","","38","Animal Bite","2020-07-14 16:36:45.0","Animal Bite","1362353","","","CANCEL","","09"
"","2022-05-03 16:14:19.0","","","2020-08-03 08:34:16.0","","19","Animal Bite","2020-08-08 08:34:16.0","Animal Bite","1373132","","","CANCEL","","07"
"","2022-05-03 16:14:19.0","","","2020-08-03 10:06:22.0","","24","Animal Bite","2020-08-08 10:06:22.0","Animal Bite","1373275","","","CANCEL","","07"
"","","2020-08-05 12:44:16.713","2020-08-05 12:44:16.713","2020-08-04 09:19:00.0","","26","Animal Bite","2020-08-09 09:19:00.0","Animal Bite","1373905","","","CLOSED","","06"
"","2022-05-03 16:24:23.0","","","2020-05-18 08:56:28.0","","16","Animal Bite","2020-05-23 08:56:28.0","Animal Bite","1340511","","","CANCEL","","06"
"","2022-05-03 16:24:23.0","","","2020-05-18 12:28:21.0","","12","Animal Bite","2020-05-23 12:28:21.0","Animal Bite","1340711","","","CANCEL","","05"
"","2022-05-03 16:24:23.0","","","2020-05-18 12:51:28.0","","22","Animal Bite","2020-05-23 12:51:28.0","Animal Bite","1340741","","","CANCEL","","08"
"","2022-05-03 16:21:47.0","","","2020-06-25 12:43:45.0","","48","Animal Bite","2020-06-30 12:43:45.0","Animal Bite","1356376","","","CANCEL","","10"
"","","2018-10-19 06:04:00.0","2018-11-29 06:08:08.12","2018-10-19 09:11:18.707","","19","Animal Bite","2018-10-26 00:00:00.0","Animal Bite","1155091","","","CLOSED","","07"
"","","2020-05-15 16:19:56.41","2020-05-15 16:19:56.41","2018-10-20 11:16:11.0","","","Animal Bite","2018-10-29 00:00:00.0","Animal Bite","1155435","","","CLOSED","","01"
"Dog","","2018-12-04 00:00:00.0","2019-02-06 07:01:14.303","2018-12-04 10:14:54.0","","38","Animal Bite","2018-12-11 00:00:00.0","Animal Bite","1166699","-10049258.07783920","4671487.16931830","CLOSED","UNION BLVD & WATERMAN PL","10"
"","","2020-05-15 16:25:41.217","2020-05-15 16:25:41.217","2018-12-06 10:52:43.0","","18","Animal Bite","2018-12-13 00:00:00.0","Animal Bite","1167424","","","CLOSED","","08"
"","","2018-12-12 00:00:00.0","2019-02-07 06:21:34.577","2018-12-10 01:16:22.0","","02","Animal Bite","2018-12-17 00:00:00.0","Animal Bite","1168129","","","CLOSED","","01"
"","","2018-12-12 12:00:00.0","2019-04-10 13:40:49.307","2018-12-10 11:14:41.0","","55","Animal Bite","2018-12-17 00:00:00.0","Animal Bite","1168270","","","CLOSED","","12"
"","","2018-12-12 00:00:00.0","2019-02-05 07:41:19.55","2018-12-10 12:00:41.0","","42","Animal Bite","2018-12-17 00:00:00.0","Animal Bite","1168290","","","CLOSED","","04"
"","","2018-10-04 00:00:00.0","2019-02-06 07:08:18.19","2018-10-01 15:27:00.0","","60","Animal Bite","2018-10-08 00:00:00.0","Animal Bite","1149355","","","CLOSED","","14"
"","","2020-05-15 13:56:40.353","2020-05-15 13:56:40.353","2018-10-09 12:09:16.0","","19","Animal Bite","2018-10-16 00:00:00.0","Animal Bite","1152077","","","CLOSED","","03"
"","","2018-12-03 00:00:00.0","2019-02-06 07:31:00.797","2018-11-21 15:26:14.0","","18","Animal Bite","2018-11-28 00:00:00.0","Animal Bite","1163722","","","CLOSED","","08"
"","","2020-05-15 16:25:07.59","2020-05-15 16:25:07.59","2018-12-03 12:00:06.0","","05","Animal Bite","2018-12-10 00:00:00.0","Animal Bite","1166299","","","CLOSED","","01"
"","","2020-04-03 14:58:07.293","2020-04-03 14:58:07.293","2019-01-31 10:41:11.0","","","Animal Bite","2019-02-07 00:00:00.0","Animal Bite","1181694","","","CLOSED","",""
"","","2019-03-25 00:00:00.0","2019-05-09 11:21:56.597","2019-03-25 09:12:52.0","","41","Animal Bite","2019-04-01 00:00:00.0","Animal Bite","1199288","","","CLOSED","","04"
"","","2019-05-06 16:41:46.297","2019-05-06 16:41:46.297","2018-10-29 09:54:48.0","","05","Animal Bite","2018-11-05 00:00:00.0","Animal Bite","1157675","","","CLOSED","","01"
"","","2020-05-15 16:22:04.477","2020-05-15 16:22:04.477","2018-10-29 15:02:20.0","","16","Animal Bite","2018-11-05 00:00:00.0","Animal Bite","1157876","","","CLOSED","","06"
"","","2020-05-15 16:22:32.553","2020-05-15 16:22:32.553","2018-10-30 10:13:05.0","","15","Animal Bite","2018-11-06 00:00:00.0","Animal Bite","1158072","","","CLOSED","","06"
"","","2018-10-30 08:38:00.0","2018-12-02 08:40:03.3","2018-10-30 15:47:37.0","","25","Animal Bite","2018-11-06 00:00:00.0","Animal Bite","1158315","","","CLOSED","","07"
"","","2019-06-19 10:26:15.757","2019-06-19 10:26:15.757","2018-11-02 11:59:17.0","","09","Animal Bite","2018-11-09 00:00:00.0","Animal Bite","1159267","","","CLOSED","","04"
"Dog","","2020-04-03 10:55:58.0","2020-04-03 10:55:58.403","2019-01-07 14:04:57.0","","08","Animal Bite","2019-01-14 00:00:00.0","Animal Bite","1174834","-10052658.31309470","4662055.86032430","CLOSED","EICHELBERGER ST & DONOVAN AVE","02"
"","","2019-01-16 00:00:00.0","2019-02-11 06:21:22.387","2019-01-09 13:35:06.0","","74","Animal Bite","2019-01-16 00:00:00.0","Animal Bite","1175695","","","CLOSED","","13"
"","","2020-04-03 15:37:59.767","2020-04-03 15:37:59.767","2019-02-20 12:47:29.0","","19","Animal Bite","2019-02-27 00:00:00.0","Animal Bite","1187833","","","CLOSED","","07"
"","","2019-02-28 00:00:00.0","2019-06-10 09:28:09.163","2019-02-27 10:43:16.0","","42","Animal Bite","2019-03-06 00:00:00.0","Animal Bite","1190414","","","CLOSED","","04"
"","2022-05-03 16:54:38.0","","","2019-02-28 16:58:00.0","","29","Animal Bite","2019-03-07 00:00:00.0","Animal Bite","1191074","","","CANCEL","","07"
"Dog","","2019-04-19 00:00:00.0","2019-05-09 11:30:50.073","2019-04-01 09:54:20.0","","16","Animal Bite","2019-04-08 00:00:00.0","Animal Bite","1201891","-10045030.97691010","4662722.70560150","CLOSED","CHIPPEWA ST & MINNESOTA AVE","03"
"Dog","","2019-04-08 07:16:00.0","2019-07-25 07:18:05.863","2019-04-01 10:06:38.0","","74","Animal Bite","2019-04-08 00:00:00.0","Animal Bite","1201903","-10045371.40241290","4681051.90993870","CLOSED","ORIOLE AVE & MCLARAN AVE","13"
"","","2019-04-13 00:00:00.0","2019-06-05 10:26:04.85","2019-04-02 09:40:53.0","","22","Animal Bite","2019-04-09 00:00:00.0","Animal Bite","1202356","","","CLOSED","","08"
"","","2019-04-11 10:28:00.0","2019-04-22 10:32:50.983","2019-04-03 12:57:29.0","","19","Animal Bite","2019-04-10 00:00:00.0","Animal Bite","1203023","","","CLOSED","","07"
"Dog","","2018-11-15 00:00:00.0","2019-02-06 07:03:25.203","2018-11-14 16:59:58.0","","71","Animal Bite","2018-11-21 00:00:00.0","Animal Bite","1162123","-10045052.77052270","4677571.18123660","CLOSED","N KINGSHIGHWAY BLVD & W FLORISSANT AVE","12"
"","","2020-03-17 16:21:03.14","2020-03-17 16:21:03.14","2018-12-19 08:39:26.0","","22","Animal Bite","2018-12-26 00:00:00.0","Animal Bite","1170637","","","CLOSED","","08"
"","","2020-05-08 15:19:51.25","2020-05-08 15:19:51.25","2018-12-21 15:22:58.0","","29","Animal Bite","2018-12-28 00:00:00.0","Animal Bite","1171626","","","CLOSED","","07"
"","","2019-05-06 16:36:43.097","2019-05-06 16:36:43.097","2018-12-28 12:53:00.0","","22","Animal Bite","2019-01-04 00:00:00.0","Animal Bite","1172814","","","CLOSED","","08"
"","","2018-12-28 00:00:00.0","2019-05-01 11:15:13.627","2018-12-28 13:04:45.0","","48","Animal Bite","2019-01-04 00:00:00.0","Animal Bite","1172818","","","CLOSED","","10"
"","","2019-05-06 16:29:46.137","2019-05-06 16:29:46.137","2018-12-31 09:41:46.0","","15","Animal Bite","2019-01-07 00:00:00.0","Animal Bite","1173076","","","CLOSED","","06"
"","","2020-04-02 17:37:30.13","2020-04-02 17:37:30.13","2019-01-02 10:29:30.0","","25","Animal Bite","2019-01-09 00:00:00.0","Animal Bite","1173432","","","CLOSED","","07"
"","","2020-04-03 10:32:12.18","2020-04-03 10:32:12.18","2019-01-02 16:17:50.0","","01","Animal Bite","2019-01-09 00:00:00.0","Animal Bite","1173639","","","CLOSED","","03"
"","","2020-04-09 14:55:50.643","2020-04-09 14:55:50.643","2019-01-03 08:57:50.0","","37","Animal Bite","2019-01-10 00:00:00.0","Animal Bite","1173737","","","CLOSED","","11"
"","2022-05-03 16:54:38.0","","","2019-03-18 08:46:52.0","","29","Animal Bite","2019-03-25 00:00:00.0","Animal Bite","1196669","","","CANCEL","","07"
"","","2019-04-11 13:41:00.0","2019-04-22 14:06:42.77","2019-03-18 10:45:50.0","","22","Animal Bite","2019-03-25 00:00:00.0","Animal Bite","1196784","","","CLOSED","","08"
"","","2019-03-20 12:00:00.0","2019-05-31 15:22:26.917","2019-03-18 16:30:42.0","","38","Animal Bite","2019-03-25 00:00:00.0","Animal Bite","1197046","","","CLOSED","","09"
"","","2018-12-13 00:00:00.0","2019-04-11 07:03:09.48","2018-12-13 11:59:35.0","","15","Animal Bite","2018-12-20 00:00:00.0","Animal Bite","1169225","","","CLOSED","","06"
"","","2018-12-17 00:00:00.0","2019-05-01 11:18:20.533","2018-12-17 12:49:19.0","","38","Animal Bite","2018-12-24 00:00:00.0","Animal Bite","1170068","","","CLOSED","","09"
"","","2019-01-25 06:56:00.0","2019-07-29 06:57:55.0","2019-01-17 08:34:41.0","","72","Animal Bite","2019-01-24 00:00:00.0","Animal Bite","1177758","","","CLOSED","","13"
"","2022-05-03 16:54:38.0","","","2019-01-22 21:56:09.0","","12","Animal Bite","2019-01-30 00:00:00.0","Animal Bite","1178952","","","CANCEL","","05"
"","","2020-04-03 10:57:16.6","2020-04-03 10:57:16.6","2019-01-24 08:46:48.0","","08","Animal Bite","2019-01-31 00:00:00.0","Animal Bite","1179425","","","CLOSED","","02"
"","","2020-04-16 13:19:42.6","2020-04-16 13:19:42.6","2019-01-24 15:54:36.0","","03","Animal Bite","2019-01-31 00:00:00.0","Animal Bite","1179770","","","CLOSED","","01"
"","","2020-04-16 13:17:32.28","2020-04-16 13:17:32.28","2019-03-01 15:02:43.0","","14","Animal Bite","2019-03-08 00:00:00.0","Animal Bite","1191390","","","CLOSED","","05"
"","2022-05-03 16:54:38.0","","","2019-03-04 10:40:04.0","","27","Animal Bite","2019-03-11 00:00:00.0","Animal Bite","1191753","","","CANCEL","","06"
"","","2020-04-16 13:21:21.0","2020-04-16 13:21:21.417","2019-03-26 14:00:20.0","","05","Animal Bite","2019-04-02 00:00:00.0","Animal Bite","1199900","","","CLOSED","","01"
"","","2020-03-26 12:38:26.383","2020-03-26 12:38:26.383","2019-03-29 08:39:18.0","","11","Animal Bite","2019-04-05 00:00:00.0","Animal Bite","1201159","","","CLOSED","","04"
"","","2020-04-02 12:08:14.403","2020-04-02 12:08:14.403","2019-04-19 09:30:29.0","","09","Animal Bite","2019-04-26 00:00:00.0","Animal Bite","1209680","","","CLOSED","","04"
"","","2019-04-29 12:00:00.0","2019-06-04 16:06:01.37","2019-04-23 12:14:49.0","","07","Animal Bite","2019-04-30 00:00:00.0","Animal Bite","1211341","","","CLOSED","","05"
"","","2019-06-25 14:40:29.0","2019-06-25 14:43:44.05","2019-05-30 12:00:00.0","","15","Animal Bite","2019-06-04 00:00:00.0","Animal Bite","1225413","","","CLOSED","","06"
"","2022-05-03 16:54:38.0","","","2019-05-29 09:33:13.0","","05","Animal Bite","2019-06-05 00:00:00.0","Animal Bite","1225815","","","CANCEL","","01"
"","2022-05-03 16:54:38.0","","","2019-06-25 11:25:44.0","","29","Animal Bite","2019-07-02 00:00:00.0","Animal Bite","1236982","","","CANCEL","","07"
"","2022-05-03 16:54:38.0","","","2019-06-25 13:16:01.0","","27","Animal Bite","2019-07-02 00:00:00.0","Animal Bite","1237083","","","CANCEL","","06"
"","","2019-03-28 11:43:00.0","2019-04-22 11:49:01.503","2019-03-19 09:09:18.0","","06","Animal Bite","2019-03-26 00:00:00.0","Animal Bite","1197198","","","CLOSED","","02"
"","","2021-03-14 18:14:11.9","2021-03-14 18:14:11.9","2020-08-25 09:57:58.0","","55","Animal Bite","2020-08-30 09:57:58.0","Animal Bite","1383782","","","CLOSED","","12"
"","2022-05-03 16:14:19.0","","","2020-08-25 10:24:20.0","","05","Animal Bite","2020-08-30 10:24:20.0","Animal Bite","1383819","","","CANCEL","","01"
"","2022-05-03 16:14:19.0","","","2020-08-25 11:28:44.0","","03","Animal Bite","2020-08-30 11:28:44.0","Animal Bite","1383891","","","CANCEL","","01"
"","2022-05-03 16:14:19.0","","","2020-08-25 11:32:07.0","","11","Animal Bite","2020-08-30 11:32:07.0","Animal Bite","1383896","","","CANCEL","","04"
"","2022-05-03 16:14:19.0","","","2020-08-25 11:40:52.0","","05","Animal Bite","2020-08-30 11:40:52.0","Animal Bite","1383903","","","CANCEL","","01"
"","2022-05-03 16:14:19.0","","","2020-08-25 11:43:08.0","","25","Animal Bite","2020-08-30 11:43:08.0","Animal Bite","1383906","","","CANCEL","","07"
"","","2021-01-11 23:57:33.93","2021-01-11 23:57:33.93","2020-08-31 08:58:31.0","","41","Animal Bite","2020-09-05 08:58:31.0","Animal Bite","1386257","","","CLOSED","","04"
"","2022-05-03 16:14:19.0","","","2020-08-31 11:08:21.0","","06","Animal Bite","2020-09-05 11:08:21.0","Animal Bite","1386433","","","CANCEL","","02"
"","2022-05-03 16:09:54.0","","","2020-10-05 08:51:47.0","","31","Animal Bite","2020-10-10 08:51:47.0","Animal Bite","1399283","","","CANCEL","","07"
"Dog","2022-05-03 16:14:19.0","","","2020-08-08 23:55:56.0","","54","Animal Bite","2020-08-13 23:55:56.0","Animal Bite","1376002","-10047154.32321610","4672080.14986930","CANCEL","MARCUS AVE & KENSINGTON AVE","10"
"","","2020-12-28 16:42:28.997","2020-12-28 16:42:28.997","2020-08-10 10:56:42.0","","06","Animal Bite","2020-08-15 10:56:42.0","Animal Bite","1376421","","","CLOSED","","02"
